_step,train/mean_token_accuracy,train/num_tokens,_runtime,train/loss,train/grad_norm,train/learning_rate,train/epoch,_timestamp,train/global_step
59,0.7823557704687119,9353955.0,425.576454415,0.8598224520683289,0.028891781345009804,0.0001,0.12861736334405144,1766073424.1929698,60
60,0.7965873181819916,9504744.0,433.065024541,0.8184611797332764,0.022358398884534836,0.0001,0.1307609860664523,1766073431.6814773,61
61,0.7719931751489639,9662901.0,440.920913714,0.9077423810958862,0.028069188818335533,0.0001,0.13290460878885316,1766073439.537363,62
62,0.7980578392744064,9809122.0,446.869313614,0.7987871766090393,0.022191280499100685,0.0001,0.13504823151125403,1766073445.485801,63
63,0.7880596220493317,9968473.0,454.26734896,0.8494088053703308,0.025570588186383247,0.0001,0.13719185423365488,1766073452.8838544,64
64,0.7804350256919861,10119334.0,461.635854127,0.8782367706298828,0.02230423130095005,0.0001,0.13933547695605572,1766073460.2523832,65
65,0.7909352332353592,10259437.0,467.086332437,0.8349518775939941,0.023989347741007805,0.0001,0.1414790996784566,1766073465.7028463,66
66,0.7793905884027481,10416011.0,475.842628961,0.8838945627212524,0.02127448096871376,0.0001,0.14362272240085744,1766073474.4588943,67
67,0.7813148200511932,10566185.0,481.797585248,0.872414767742157,0.02304735966026783,0.0001,0.1457663451232583,1766073480.4140592,68
68,0.7882702946662903,10715715.0,487.780095647,0.8453842401504517,0.022731468081474304,0.0001,0.14790996784565916,1766073486.396604,69
69,0.7826715409755707,10880059.0,496.122765342,0.8621968030929565,0.021098792552947998,0.0001,0.15005359056806003,1766073494.7392845,70
70,0.7861363142728806,11036249.0,501.885544864,0.8437645435333252,0.023895112797617912,0.0001,0.15219721329046088,1766073500.5020723,71
71,0.7831974178552628,11186751.0,508.225093678,0.8584985733032227,0.028566282242536545,0.0001,0.15434083601286175,1766073506.8414876,72
72,0.7764220386743546,11356082.0,515.680804393,0.886985182762146,0.021644489839673042,0.0001,0.1564844587352626,1766073514.2972023,73
73,0.7808093875646591,11514483.0,522.653665838,0.870951771736145,0.022862326353788376,0.0001,0.15862808145766344,1766073521.270098,74
74,0.7822716981172562,11663606.0,528.957106487,0.8566590547561646,0.02478598989546299,0.0001,0.1607717041800643,1766073527.573518,75
75,0.7843763828277588,11816781.0,535.51896729,0.856724739074707,0.024114180356264114,0.0001,0.16291532690246516,1766073534.1353312,76
76,0.7809022217988968,11978438.0,542.28384972,0.8711471557617188,0.023717369884252548,0.0001,0.16505894962486603,1766073540.9003325,77
77,0.7877849638462067,12137976.0,548.820491769,0.8395737409591675,0.022704320028424263,0.0001,0.16720257234726688,1766073547.4369168,78
78,0.7842736691236496,12295505.0,556.07689857,0.8684663772583008,0.028858616948127747,0.0001,0.16934619506966775,1766073554.693426,79
79,0.7788315862417221,12452019.0,563.009899638,0.8782654404640198,0.02529004029929638,0.0001,0.1714898177920686,1766073561.626271,80
80,0.7749574035406113,12611435.0,571.249895901,0.8907259106636047,0.02345600165426731,0.0001,0.17363344051446947,1766073569.8663633,81
81,0.7942162156105042,12770621.0,578.872403877,0.815159797668457,0.0302029550075531,0.0001,0.1757770632368703,1766073577.4889138,82
82,0.7853711694478989,12917873.0,584.786056053,0.8514052629470825,0.029652805998921394,0.0001,0.17792068595927116,1766073583.4025798,83
83,0.7889225631952286,13056173.0,590.239808162,0.8394297361373901,0.027301428839564323,0.0001,0.18006430868167203,1766073588.8562303,84
84,0.7743166834115982,13211326.0,596.82699825,0.8902182579040527,0.02905992604792118,0.0001,0.18220793140407288,1766073595.443361,85
85,0.7790481895208359,13369675.0,602.989654836,0.8781101107597351,0.02319583110511303,0.0001,0.18435155412647375,1766073601.6061602,86
86,0.7876711189746857,13509971.0,609.450426084,0.83388352394104,0.02507539466023445,0.0001,0.1864951768488746,1766073608.0669463,87
87,0.7838830500841141,13673080.0,617.613115233,0.8631647825241089,0.021122923120856285,0.0001,0.18863879957127547,1766073616.2296228,88
88,0.7697868347167969,13838935.0,624.323295571,0.9068478345870972,0.02514209970831871,0.0001,0.1907824222936763,1766073622.9398057,89
89,0.7757449448108673,14002150.0,632.694878093,0.8817481994628906,0.02428993210196495,0.0001,0.19292604501607716,1766073631.3113532,90
90,0.7855791002511978,14156247.0,639.688975718,0.856537401676178,0.02358943410217762,0.0001,0.19506966773847803,1766073638.30548,91
91,0.7831770330667496,14323035.0,647.487002569,0.8570263981819153,0.026499619707465172,0.0001,0.19721329046087888,1766073646.1035295,92
92,0.7747528553009033,14490759.0,655.907876326,0.9001315832138062,0.02272123657166958,0.0001,0.19935691318327975,1766073654.5243528,93
93,0.7834852337837219,14642384.0,662.387288467,0.8581017255783081,0.025534018874168396,0.0001,0.2015005359056806,1766073661.0038035,94
94,0.7857577949762344,14786158.0,668.274440394,0.8486071825027466,0.03175438940525055,0.0001,0.20364415862808147,1766073666.8909547,95
95,0.7878634333610535,14929253.0,674.323277165,0.8338619470596313,0.02314465492963791,0.0001,0.2057877813504823,1766073672.9397814,96
96,0.7955168783664703,15078062.0,681.600647407,0.7973100543022156,0.0349714495241642,0.0001,0.20793140407288319,1766073680.2171648,97
97,0.7770927548408508,15227850.0,688.555181899,0.8793157339096069,0.02424444817006588,0.0001,0.21007502679528403,1766073687.1716921,98
98,0.7844592034816742,15385692.0,696.031467567,0.8528538942337036,0.026395155116915703,0.0001,0.21221864951768488,1766073694.6479676,99
99,0.7944490164518356,15540223.0,704.215690762,0.8158162236213684,0.024514317512512207,0.0001,0.21436227224008575,1766073702.8321745,100
100,0.7954246699810028,15695591.0,724.86917878,0.8099350929260254,0.04057012498378754,0.0001,0.2165058949624866,1766073723.4856699,101
101,0.7872319370508194,15855000.0,731.758045345,0.8494526147842407,0.023578587919473648,0.0001,0.21864951768488747,1766073730.374529,102
102,0.7792304158210754,16010570.0,738.368496202,0.8677387833595276,0.04622922092676163,0.0001,0.2207931404072883,1766073736.985011,103
103,0.7834534049034119,16175156.0,745.172746513,0.8453887701034546,0.032028138637542725,0.0001,0.22293676312968919,1766073743.7891097,104
104,0.7814224511384964,16345184.0,753.667901142,0.8635347485542297,0.025548474863171577,0.0001,0.22508038585209003,1766073752.284266,105
105,0.7845123261213303,16496673.0,761.01758792,0.8589009642601013,0.05542273819446564,0.0001,0.22722400857449088,1766073759.634104,106
106,0.7824114710092545,16650964.0,767.860751979,0.8672780990600586,0.02313469536602497,0.0001,0.22936763129689175,1766073766.4772515,107
107,0.7794261574745178,16806131.0,774.728963841,0.8760311007499695,0.037865035235881805,0.0001,0.2315112540192926,1766073773.345426,108
108,0.7799487859010696,16971757.0,782.069560998,0.8816636800765991,0.029957953840494156,0.0001,0.23365487674169347,1766073780.6859827,109
109,0.790279358625412,17125261.0,789.500199386,0.8322373032569885,0.028783006593585014,0.0001,0.2357984994640943,1766073788.1166816,110
110,0.7910113036632538,17285808.0,796.956255053,0.8247465491294861,0.02601289190351963,0.0001,0.2379421221864952,1766073795.5727222,111
111,0.7916878163814545,17436207.0,804.562015804,0.825459361076355,0.023779315873980522,0.0001,0.24008574490889603,1766073803.1784277,112
112,0.7812678217887878,17609651.0,811.742266368,0.8545017242431641,0.02261039800941944,0.0001,0.2422293676312969,1766073810.3587666,113
113,0.7847310453653336,17764531.0,819.47434709,0.8519251346588135,0.024790165945887566,0.0001,0.24437299035369775,1766073818.0908463,114
114,0.7976367175579071,17923936.0,826.90462032,0.8039214015007019,0.02351091057062149,0.0001,0.2465166130760986,1766073825.5211294,115
115,0.7915311008691788,18080869.0,834.491600281,0.8208932876586914,0.03806629404425621,0.0001,0.24866023579849947,1766073833.108102,116
116,0.782245546579361,18244414.0,841.1651302,0.8628920912742615,0.0488327220082283,0.0001,0.2508038585209003,1766073839.7816594,117
117,0.7817155867815018,18401734.0,849.416194831,0.8660909533500671,0.06140056625008583,0.0001,0.2529474812433012,1766073848.0327117,118
118,0.7912317961454391,18555213.0,856.137164025,0.823865532875061,0.08755949884653091,0.0001,0.25509110396570206,1766073854.7536774,119
119,0.7675432413816452,18729596.0,865.825528986,0.9209191799163818,0.06544334441423416,0.0001,0.2572347266881029,1766073864.442042,120
120,0.7886354029178619,18874599.0,871.595078316,0.8330085277557373,0.046243611723184586,0.0001,0.25937834941050375,1766073870.2115917,121
121,0.7811682373285294,19043580.0,879.308751132,0.8560792207717896,0.07012113928794861,0.0001,0.2615219721329046,1766073877.9252625,122
122,0.7868431508541107,19188254.0,885.469748201,0.8470302820205688,0.06083912402391434,0.0001,0.26366559485530544,1766073884.086301,123
123,0.7931787967681885,19336517.0,891.945543734,0.8132792711257935,0.06733856350183487,0.0001,0.2658092175777063,1766073890.5620239,124
124,0.7915831208229065,19494094.0,899.457544561,0.8263318538665771,0.06653078645467758,0.0001,0.2679528403001072,1766073898.0740447,125
125,0.7854408323764801,19648425.0,906.100753993,0.8480004072189331,0.027763821184635162,0.0001,0.27009646302250806,1766073904.7172456,126
126,0.7840733975172043,19798344.0,912.950111488,0.8513115644454956,0.06538709998130798,0.0001,0.2722400857449089,1766073911.566634,127
127,0.7870778143405914,19955841.0,919.595884629,0.837165355682373,0.04377668350934982,0.0001,0.27438370846730975,1766073918.2124038,128
128,0.7906965762376785,20107598.0,925.813595171,0.8281198740005493,0.026844767853617668,0.0001,0.2765273311897106,1766073924.4300814,129
129,0.7916778922080994,20258362.0,931.740302171,0.8279191255569458,0.04981578513979912,0.0001,0.27867095391211144,1766073930.3568308,130
130,0.7762813568115234,20412165.0,938.843925864,0.877600371837616,0.03227897733449936,0.0001,0.2808145766345123,1766073937.4604301,131
131,0.7955339550971985,20561798.0,944.808917566,0.8062843680381775,0.030213898047804832,0.0001,0.2829581993569132,1766073943.4254189,132
132,0.7813464552164078,20720111.0,951.306427211,0.8563417196273804,0.03777212277054787,0.0001,0.28510182207931406,1766073949.922925,133
133,0.7917191684246063,20876095.0,957.882171465,0.8225041031837463,0.026194633916020393,0.0001,0.2872454448017149,1766073956.4986558,134
134,0.786414697766304,21031975.0,965.006211618,0.841503381729126,0.026706775650382042,0.0001,0.28938906752411575,1766073963.622727,135
135,0.7929555028676987,21180614.0,972.705073831,0.8091785311698914,0.0329575277864933,0.0001,0.2915326902465166,1766073971.3215818,136
136,0.7726317197084427,21349138.0,981.591150645,0.9014546871185303,0.02651570737361908,0.0001,0.2936763129689175,1766073980.2076702,137
137,0.7746894955635071,21511590.0,989.847791184,0.8835422992706299,0.04007093235850334,0.0001,0.2958199356913183,1766073988.4642837,138
138,0.7862314581871033,21656819.0,996.244427312,0.8447462320327759,0.05500022694468498,0.0001,0.2979635584137192,1766073994.8609188,139
139,0.7796687632799149,21811238.0,1002.646589632,0.867163896560669,0.02572859451174736,0.0001,0.30010718113612006,1766074001.2630997,140
140,0.7722548097372055,21980388.0,1009.701243219,0.8969128131866455,0.05512017384171486,0.0001,0.3022508038585209,1766074008.3177419,141
141,0.773828774690628,22142594.0,1018.403114496,0.8891790509223938,0.04187026992440224,0.0001,0.30439442658092175,1766074017.01961,142
142,0.777459591627121,22299845.0,1025.27169547,0.8804662823677063,0.07258465141057968,0.0001,0.3065380493033226,1766074023.888199,143
143,0.7897673398256302,22465527.0,1033.468210255,0.8358805179595947,0.050910286605358124,0.0001,0.3086816720257235,1766074032.0847075,144
144,0.7945519089698792,22618289.0,1040.783935502,0.8120794892311096,0.029799465090036392,0.0001,0.3108252947481243,1766074039.4004354,145
145,0.7906681448221207,22770622.0,1047.496431149,0.8291197419166565,0.06221940740942955,0.0001,0.3129689174705252,1766074046.1129582,146
146,0.7957850247621536,22922597.0,1054.087624843,0.8011049032211304,0.048649340867996216,0.0001,0.31511254019292606,1766074052.704133,147
147,0.7889176309108734,23075685.0,1061.321051437,0.830544650554657,0.026693569496273994,0.0001,0.3172561629153269,1766074059.93757,148
148,0.788918524980545,23239973.0,1068.250391523,0.8343154191970825,0.05677821487188339,0.0001,0.31939978563772775,1766074066.8668869,149
149,0.7795563489198685,23407446.0,1077.441778691,0.8739323616027832,0.054767098277807236,0.0001,0.3215434083601286,1766074076.0582707,150
150,0.7976203411817551,23555395.0,1084.135556956,0.798963725566864,0.03305406868457794,0.0001,0.3236870310825295,1766074082.7520263,151
151,0.7891387194395065,23712167.0,1090.960678755,0.8439477682113647,0.04774364084005356,0.0001,0.3258306538049303,1766074089.5772247,152
152,0.7816679179668427,23869562.0,1097.94300969,0.8589907288551331,0.037477996200323105,0.0001,0.3279742765273312,1766074096.5595171,153
153,0.7814872562885284,24027568.0,1105.453668993,0.8553556203842163,0.026223238557577133,0.0001,0.33011789924973206,1766074104.070091,154
154,0.7826839983463287,24183451.0,1112.447316178,0.8662609457969666,0.054562073200941086,0.0001,0.3322615219721329,1766074111.063808,155
155,0.7872130125761032,24342400.0,1120.249614753,0.8370758295059204,0.041612427681684494,0.0001,0.33440514469453375,1766074118.8660402,156
156,0.7811523973941803,24500736.0,1129.128181099,0.8694349527359009,0.03010331094264984,0.0001,0.3365487674169346,1766074127.7446928,157
157,0.7910523563623428,24652820.0,1137.41908685,0.8250980973243713,0.04774860665202141,0.0001,0.3386923901393355,1766074136.0354965,158
158,0.7849828153848648,24810632.0,1144.308484293,0.8376786708831787,0.033268366008996964,0.0001,0.3408360128617363,1766074142.9249825,159
159,0.7882560342550278,24968589.0,1152.401750596,0.8260273337364197,0.027684632688760757,0.0001,0.3429796355841372,1766074151.0182757,160
160,0.7808833569288254,25125017.0,1160.27050455,0.8641214966773987,0.03161025792360306,0.0001,0.34512325830653806,1766074158.8870113,161
161,0.7953859567642212,25277188.0,1167.486344851,0.8014999032020569,0.0336395688354969,0.0001,0.34726688102893893,1766074166.102875,162
162,0.7994727790355682,25430057.0,1173.747989333,0.7886079549789429,0.029916103929281235,0.0001,0.34941050375133975,1766074172.36447,163
163,0.7988680303096771,25583830.0,1182.099869458,0.7985106110572815,0.026626285165548325,0.0001,0.3515541264737406,1766074180.7163632,164
164,0.7842234075069427,25742285.0,1189.431549763,0.8506842255592346,0.036099232733249664,0.0001,0.3536977491961415,1766074188.0480404,165
165,0.7885183542966843,25907065.0,1197.715109321,0.8295911550521851,0.03019697032868862,0.0001,0.3558413719185423,1766074196.3316083,166
166,0.791671946644783,26051750.0,1203.587092183,0.8149746060371399,0.03447176516056061,0.0001,0.3579849946409432,1766074202.2036176,167
167,0.7869735360145569,26204362.0,1210.272499785,0.8446017503738403,0.03585440665483475,0.0001,0.36012861736334406,1766074208.8890138,168
168,0.7805564105510712,26364857.0,1217.971809253,0.8645625114440918,0.042414192110300064,0.0001,0.36227224008574493,1766074216.588307,169
169,0.7901523113250732,26513585.0,1223.782745125,0.8267382383346558,0.04105699807405472,0.0001,0.36441586280814575,1766074222.3992527,170
170,0.7830118089914322,26680409.0,1231.840735221,0.8588195443153381,0.04649738594889641,0.0001,0.3665594855305466,1766074230.457274,171
171,0.7997014373540878,26817383.0,1237.789544053,0.7990526556968689,0.03706389665603638,0.0001,0.3687031082529475,1766074236.4060514,172
172,0.7865399867296219,26962206.0,1244.411190457,0.8467522263526917,0.03697679564356804,0.0001,0.3708467309753483,1766074243.0276792,173
173,0.7920206189155579,27123276.0,1252.150690261,0.8216395974159241,0.03999421000480652,0.0001,0.3729903536977492,1766074250.7671888,174
174,0.7832502871751785,27290681.0,1260.149607064,0.854979395866394,0.03466096520423889,0.0001,0.37513397642015006,1766074258.766122,175
175,0.782369539141655,27449673.0,1266.935079904,0.856831431388855,0.03180524334311485,0.0001,0.37727759914255093,1766074265.5516093,176
176,0.7899527549743652,27601441.0,1273.529448596,0.8259404301643372,0.041193973273038864,0.0001,0.37942122186495175,1766074272.1459725,177
177,0.789137601852417,27748300.0,1280.828284373,0.838775634765625,0.03372768312692642,0.0001,0.3815648445873526,1766074279.4448195,178
178,0.7993983626365662,27900973.0,1287.851675283,0.7960168123245239,0.041664958000183105,0.0001,0.3837084673097535,1766074286.4681895,179
179,0.7872565537691116,28057386.0,1295.095728293,0.8395905494689941,0.040540989488363266,0.0001,0.3858520900321543,1766074293.712242,180
180,0.7862896919250488,28218433.0,1302.300886922,0.844638466835022,0.03464028611779213,0.0001,0.3879957127545552,1766074300.917391,181
181,0.7894507646560669,28378531.0,1310.67563869,0.833331823348999,0.03837108239531517,0.0001,0.39013933547695606,1766074309.292175,182
182,0.8055364191532135,28517567.0,1315.960066444,0.7713820934295654,0.03368464857339859,0.0001,0.39228295819935693,1766074314.5765805,183
183,0.7952771633863449,28678245.0,1322.17692742,0.7987883687019348,0.03253210335969925,0.0001,0.39442658092175775,1766074320.7934551,184
184,0.7853437960147858,28847748.0,1330.016287747,0.851026177406311,0.037660643458366394,0.0001,0.3965702036441586,1766074328.6328146,185
185,0.7899414300918579,29003477.0,1336.280296716,0.8323380947113037,0.041718415915966034,0.0001,0.3987138263665595,1766074334.896815,186
186,0.78928342461586,29163981.0,1344.119941708,0.8302029967308044,0.0380120724439621,0.0001,0.4008574490889603,1766074342.7364619,187
187,0.7901127636432648,29313769.0,1351.341109176,0.8214124441146851,0.04749942943453789,0.0001,0.4030010718113612,1766074349.9576402,188
188,0.7906124442815781,29474111.0,1358.671381301,0.8152990937232971,0.028634432703256607,0.0001,0.40514469453376206,1766074357.287889,189
189,0.7812018841505051,29641339.0,1365.861629571,0.8695278763771057,0.03536466509103775,0.0001,0.40728831725616294,1766074364.4781291,190
190,0.7968880385160446,29795124.0,1372.631032629,0.8031363487243652,0.046821095049381256,0.0001,0.40943193997856375,1766074371.247541,191
191,0.786382332444191,29956920.0,1379.241874114,0.8451512455940247,0.02824004925787449,0.0001,0.4115755627009646,1766074377.8583603,192
192,0.7811937779188156,30113790.0,1386.485371523,0.8565592765808105,0.043737754225730896,0.0001,0.4137191854233655,1766074385.1018596,193
193,0.7900050729513168,30267060.0,1394.575522289,0.8225513696670532,0.03500588610768318,0.0001,0.41586280814576637,1766074393.1920345,194
194,0.7864357978105545,30420733.0,1401.0271191,0.8382257223129272,0.03995192423462868,0.0001,0.4180064308681672,1766074399.643647,195
195,0.7862055152654648,30582338.0,1408.24464115,0.8413382172584534,0.06928146630525589,0.0001,0.42015005359056806,1766074406.8611584,196
196,0.7977120876312256,30735043.0,1414.087553742,0.8017851710319519,0.03400835022330284,0.0001,0.42229367631296894,1766074412.7040708,197
197,0.7885398119688034,30885025.0,1420.33891455,0.8341946601867676,0.03128315508365631,0.0001,0.42443729903536975,1766074418.955426,198
198,0.7888901382684708,31036663.0,1426.841897679,0.827613115310669,0.0581480897963047,0.0001,0.4265809217577706,1766074425.4583962,199
199,0.8000094145536423,31184340.0,1432.965085549,0.7882155776023865,0.049755267798900604,0.0001,0.4287245444801715,1766074431.581628,200
200,0.7872214019298553,31345142.0,1451.636293151,0.8379460573196411,0.05841292440891266,0.0001,0.43086816720257237,1766074450.2527764,201
201,0.781789019703865,31495847.0,1458.429295271,0.8538212776184082,0.05814948305487633,0.0001,0.4330117899249732,1766074457.0457876,202
202,0.7897856533527374,31654749.0,1465.964566279,0.8249938488006592,0.0430787168443203,0.0001,0.43515541264737406,1766074464.5810475,203
203,0.7889285385608673,31808152.0,1471.5063317,0.833577573299408,0.056723978370428085,0.0001,0.43729903536977494,1766074470.1226134,204
204,0.7841501384973526,31977458.0,1478.955878575,0.8499704003334045,0.03606407716870308,0.0001,0.43944265809217575,1766074477.5723708,205
205,0.7906744331121445,32129990.0,1485.046422048,0.8214123249053955,0.04747527092695236,0.0001,0.4415862808145766,1766074483.6628485,206
206,0.780411571264267,32295318.0,1493.681264248,0.8710384964942932,0.04736277833580971,0.0001,0.4437299035369775,1766074492.2977557,207
207,0.7826019078493118,32458576.0,1500.804719602,0.8548857569694519,0.032412659376859665,0.0001,0.44587352625937837,1766074499.4212046,208
208,0.7869648933410645,32617496.0,1508.672345924,0.8354137539863586,0.03384757041931152,0.0001,0.4480171489817792,1766074507.2888575,209
209,0.791341245174408,32779172.0,1517.089492211,0.8239017128944397,0.0375610813498497,0.0001,0.45016077170418006,1766074515.7059777,210
